,size,maxtime,regime,strategy
0,200,54,"[[157.125, 157.0625, 1019.0, 54.0, 157.1875, 157.03125, 6381.0, 101.0, 157.25, 157.0, 1792.0, 53.0, 157.3125, 156.96875, 1103.0, 14.0, 157.375, 156.90625, 329.0, 31.0], [157.125, 157.0625, 1020.0, 13.0, 157.1875, 157.03125, 6386.0, 106.0, 157.25, 157.0, 1792.0, 57.0, 157.3125, 156.96875, 1103.0, 14.0, 157.375, 156.90625, 329.0, 36.0], [157.0625, 157.03125, 111.0, 106.0, 157.125, 157.0, 1021.0, 76.0, 157.1875, 156.96875, 6386.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 124.0, 106.0, 157.125, 157.0, 1021.0, 78.0, 157.1875, 156.96875, 6388.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 126.0, 106.0, 157.125, 157.0, 1021.0, 80.0, 157.1875, 156.96875, 6388.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 144.0, 106.0, 157.125, 157.0, 1021.0, 83.0, 157.1875, 156.96875, 6388.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 144.0, 106.0, 157.125, 157.0, 1021.0, 86.0, 157.1875, 156.96875, 6388.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 153.0, 106.0, 157.125, 157.0, 1039.0, 130.0, 157.1875, 156.96875, 6388.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.03125, 157.03125, 2.0, 98.0, 157.0625, 157.0, 156.0, 141.0, 157.125, 156.96875, 1039.0, 14.0, 157.1875, 156.90625, 6388.0, 36.0, 157.25, 156.84375, 1812.0, 20.0], [157.03125, 157.03125, 6.0, 92.0, 157.0625, 157.0, 161.0, 141.0, 157.125, 156.96875, 1039.0, 14.0, 157.1875, 156.90625, 6388.0, 36.0, 157.25, 156.84375, 1812.0, 20.0]]",VWAP
0,350,75,"[[157.0625, 157.0625, 1.0, 63.0, 157.125, 157.03125, 1019.0, 101.0, 157.1875, 157.0, 6381.0, 53.0, 157.25, 156.96875, 1792.0, 14.0, 157.3125, 156.90625, 1103.0, 31.0], [157.125, 157.0625, 1019.0, 47.0, 157.1875, 157.03125, 6381.0, 101.0, 157.25, 157.0, 1792.0, 53.0, 157.3125, 156.96875, 1103.0, 14.0, 157.375, 156.90625, 329.0, 31.0], [157.125, 157.0625, 1020.0, 28.0, 157.1875, 157.03125, 6381.0, 106.0, 157.25, 157.0, 1792.0, 57.0, 157.3125, 156.96875, 1103.0, 14.0, 157.375, 156.90625, 329.0, 36.0], [157.0625, 157.03125, 86.0, 106.0, 157.125, 157.0, 1021.0, 76.0, 157.1875, 156.96875, 6386.0, 14.0, 157.25, 156.90625, 1792.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 116.0, 106.0, 157.125, 157.0, 1021.0, 76.0, 157.1875, 156.96875, 6388.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 117.0, 106.0, 157.125, 157.0, 1021.0, 76.0, 157.1875, 156.96875, 6388.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 163.0, 106.0, 157.125, 157.0, 1039.0, 134.0, 157.1875, 156.96875, 6388.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 161.0, 101.0, 157.125, 157.0, 1039.0, 141.0, 157.1875, 156.96875, 6388.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.03125, 157.03125, 2.0, 78.0, 157.0625, 157.0, 161.0, 141.0, 157.125, 156.96875, 1039.0, 14.0, 157.1875, 156.90625, 6388.0, 36.0, 157.25, 156.84375, 1812.0, 20.0], [157.03125, 157.03125, 8.0, 67.0, 157.0625, 157.0, 164.0, 141.0, 157.125, 156.96875, 1039.0, 14.0, 157.1875, 156.90625, 6388.0, 36.0, 157.25, 156.84375, 1812.0, 20.0]]",VWAP
0,260,84,"[[157.0625, 157.03125, 60.0, 106.0, 157.125, 157.0, 1021.0, 76.0, 157.1875, 156.96875, 6386.0, 14.0, 157.25, 156.90625, 1792.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 78.0, 106.0, 157.125, 157.0, 1021.0, 76.0, 157.1875, 156.96875, 6386.0, 14.0, 157.25, 156.90625, 1792.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 112.0, 106.0, 157.125, 157.0, 1021.0, 76.0, 157.1875, 156.96875, 6386.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 137.0, 106.0, 157.125, 157.0, 1021.0, 80.0, 157.1875, 156.96875, 6388.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 143.0, 106.0, 157.125, 157.0, 1021.0, 80.0, 157.1875, 156.96875, 6388.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 143.0, 106.0, 157.125, 157.0, 1021.0, 83.0, 157.1875, 156.96875, 6388.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 144.0, 106.0, 157.125, 157.0, 1021.0, 92.0, 157.1875, 156.96875, 6388.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 146.0, 106.0, 157.125, 157.0, 1037.0, 96.0, 157.1875, 156.96875, 6388.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 163.0, 106.0, 157.125, 157.0, 1039.0, 141.0, 157.1875, 156.96875, 6388.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.03125, 157.03125, 1.0, 102.0, 157.0625, 157.0, 161.0, 141.0, 157.125, 156.96875, 1039.0, 14.0, 157.1875, 156.90625, 6388.0, 36.0, 157.25, 156.84375, 1812.0, 20.0]]",TWAP
0,230,84,"[[157.125, 157.0625, 1019.0, 52.0, 157.1875, 157.03125, 6381.0, 101.0, 157.25, 157.0, 1792.0, 53.0, 157.3125, 156.96875, 1103.0, 14.0, 157.375, 156.90625, 329.0, 31.0], [157.125, 157.0625, 1020.0, 12.0, 157.1875, 157.03125, 6386.0, 106.0, 157.25, 157.0, 1792.0, 57.0, 157.3125, 156.96875, 1103.0, 14.0, 157.375, 156.90625, 329.0, 36.0], [157.0625, 157.03125, 95.0, 106.0, 157.125, 157.0, 1021.0, 76.0, 157.1875, 156.96875, 6386.0, 14.0, 157.25, 156.90625, 1792.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 124.0, 106.0, 157.125, 157.0, 1021.0, 80.0, 157.1875, 156.96875, 6388.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 144.0, 106.0, 157.125, 157.0, 1021.0, 96.0, 157.1875, 156.96875, 6388.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 158.0, 106.0, 157.125, 157.0, 1039.0, 130.0, 157.1875, 156.96875, 6388.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 163.0, 106.0, 157.125, 157.0, 1039.0, 135.0, 157.1875, 156.96875, 6388.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 166.0, 106.0, 157.125, 157.0, 1039.0, 141.0, 157.1875, 156.96875, 6388.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.0625, 157.03125, 156.0, 96.0, 157.125, 157.0, 1039.0, 141.0, 157.1875, 156.96875, 6388.0, 14.0, 157.25, 156.90625, 1812.0, 36.0, 157.3125, 156.84375, 1103.0, 20.0], [157.03125, 157.03125, 4.0, 90.0, 157.0625, 157.0, 161.0, 141.0, 157.125, 156.96875, 1039.0, 14.0, 157.1875, 156.90625, 6388.0, 36.0, 157.25, 156.84375, 1812.0, 20.0]]",POV
0,245,27,"[[157.0, 157.0, 696.0, 10.0, 157.0625, 156.96875, 238.0, 90.0, 157.125, 156.9375, 1148.0, 1.0, 157.1875, 156.875, 6413.0, 5.0, 157.25, 155.6875, 1815.0, 37.0], [157.0, 157.0, 646.0, 3.0, 157.0625, 156.96875, 238.0, 90.0, 157.125, 156.9375, 1149.0, 1.0, 157.1875, 156.875, 6413.0, 10.0, 157.25, 156.8125, 1815.0, 17.0], [157.0, 156.96875, 592.0, 93.0, 157.0625, 156.9375, 241.0, 1.0, 157.125, 156.875, 1165.0, 10.0, 157.1875, 156.8125, 6413.0, 17.0, 157.25, 155.6875, 1815.0, 37.0], [157.0, 156.96875, 564.0, 93.0, 157.0625, 156.9375, 267.0, 1.0, 157.125, 156.875, 1181.0, 10.0, 157.1875, 156.8125, 6413.0, 17.0, 157.25, 155.6875, 1815.0, 37.0], [157.0, 156.96875, 535.0, 93.0, 157.0625, 156.9375, 267.0, 1.0, 157.125, 156.875, 1181.0, 10.0, 157.1875, 156.8125, 6413.0, 17.0, 157.25, 155.6875, 1815.0, 37.0], [157.0, 157.0, 468.0, 1.0, 157.0625, 156.96875, 283.0, 93.0, 157.125, 156.9375, 1181.0, 1.0, 157.1875, 156.875, 6417.0, 10.0, 157.25, 156.8125, 1815.0, 17.0], [157.0, 156.96875, 453.0, 93.0, 157.0625, 156.9375, 287.0, 1.0, 157.125, 156.875, 1181.0, 10.0, 157.1875, 156.8125, 6417.0, 17.0, 157.25, 155.6875, 1815.0, 37.0], [156.875, 156.8125, 39.0, 17.0, 156.9375, 155.6875, 2.0, 37.0, 156.96875, 155.65625, 8.0, 37.0, 157.0, 0.0, 446.0, 0.0, 157.0625, 0.0, 287.0, 0.0], [156.875, 156.8125, 64.0, 10.0, 156.9375, 155.6875, 2.0, 37.0, 156.96875, 155.65625, 8.0, 37.0, 157.0, 0.0, 446.0, 0.0, 157.0625, 0.0, 287.0, 0.0], [156.875, 156.8125, 77.0, 8.0, 156.9375, 155.6875, 2.0, 37.0, 156.96875, 155.65625, 8.0, 37.0, 157.0, 0.0, 446.0, 0.0, 157.0625, 0.0, 287.0, 0.0]]",POV
0,250,48,"[[157.0, 156.96875, 680.0, 90.0, 157.0625, 156.9375, 238.0, 1.0, 157.125, 156.875, 1148.0, 5.0, 157.1875, 155.6875, 6413.0, 37.0, 157.25, 155.65625, 1815.0, 37.0], [157.0, 157.0, 628.0, 5.0, 157.0625, 156.96875, 238.0, 93.0, 157.125, 156.9375, 1149.0, 1.0, 157.1875, 156.875, 6413.0, 10.0, 157.25, 156.8125, 1815.0, 17.0], [157.0, 157.0, 580.0, 2.0, 157.0625, 156.96875, 244.0, 93.0, 157.125, 156.9375, 1165.0, 1.0, 157.1875, 156.875, 6413.0, 10.0, 157.25, 156.8125, 1815.0, 17.0], [157.0, 156.96875, 519.0, 93.0, 157.0625, 156.9375, 267.0, 1.0, 157.125, 156.875, 1181.0, 10.0, 157.1875, 156.8125, 6413.0, 17.0, 157.25, 155.6875, 1815.0, 37.0], [157.0, 156.96875, 504.0, 93.0, 157.0625, 156.9375, 267.0, 1.0, 157.125, 156.875, 1181.0, 10.0, 157.1875, 156.8125, 6413.0, 17.0, 157.25, 155.6875, 1815.0, 37.0], [157.0, 157.0, 459.0, 1.0, 157.0625, 156.96875, 283.0, 93.0, 157.125, 156.9375, 1181.0, 1.0, 157.1875, 156.875, 6417.0, 10.0, 157.25, 156.8125, 1815.0, 17.0], [157.0, 156.96875, 446.0, 93.0, 157.0625, 156.9375, 287.0, 1.0, 157.125, 156.875, 1181.0, 10.0, 157.1875, 156.8125, 6417.0, 17.0, 157.25, 155.6875, 1815.0, 37.0], [156.96875, 156.96875, 17.0, 29.0, 157.0, 156.9375, 446.0, 1.0, 157.0625, 156.875, 287.0, 10.0, 157.125, 156.8125, 1181.0, 17.0, 157.1875, 155.6875, 6417.0, 37.0], [156.96875, 156.9375, 19.0, 1.0, 157.0, 156.875, 446.0, 10.0, 157.0625, 156.8125, 287.0, 17.0, 157.125, 155.6875, 1181.0, 37.0, 157.1875, 155.65625, 6417.0, 37.0], [156.875, 156.8125, 37.0, 17.0, 156.9375, 155.6875, 2.0, 37.0, 156.96875, 155.65625, 27.0, 37.0, 157.0, 0.0, 446.0, 0.0, 157.0625, 0.0, 287.0, 0.0]]",POV
0,55,72,"[[157.0, 156.96875, 729.0, 70.0, 157.0625, 155.6875, 236.0, 37.0, 157.125, 155.65625, 1125.0, 37.0, 157.1875, 0.0, 6413.0, 0.0, 157.25, 0.0, 1815.0, 0.0], [157.0, 156.96875, 710.0, 90.0, 157.0625, 156.9375, 238.0, 1.0, 157.125, 156.875, 1148.0, 5.0, 157.1875, 155.6875, 6413.0, 37.0, 157.25, 155.65625, 1815.0, 37.0], [157.0, 156.96875, 674.0, 90.0, 157.0625, 156.9375, 238.0, 1.0, 157.125, 156.875, 1148.0, 5.0, 157.1875, 156.8125, 6413.0, 17.0, 157.25, 155.6875, 1815.0, 37.0], [157.0, 156.96875, 650.0, 90.0, 157.0625, 156.9375, 238.0, 1.0, 157.125, 156.875, 1149.0, 5.0, 157.1875, 156.8125, 6413.0, 17.0, 157.25, 155.6875, 1815.0, 37.0], [157.0, 157.0, 613.0, 3.0, 157.0625, 156.96875, 241.0, 93.0, 157.125, 156.9375, 1165.0, 1.0, 157.1875, 156.875, 6413.0, 10.0, 157.25, 156.8125, 1815.0, 17.0], [157.0, 156.96875, 575.0, 93.0, 157.0625, 156.9375, 267.0, 1.0, 157.125, 156.875, 1181.0, 10.0, 157.1875, 156.8125, 6413.0, 17.0, 157.25, 155.6875, 1815.0, 37.0], [157.0, 157.0, 544.0, 1.0, 157.0625, 156.96875, 267.0, 93.0, 157.125, 156.9375, 1181.0, 1.0, 157.1875, 156.875, 6413.0, 10.0, 157.25, 156.8125, 1815.0, 17.0], [157.0, 156.96875, 499.0, 93.0, 157.0625, 156.9375, 271.0, 1.0, 157.125, 156.875, 1181.0, 10.0, 157.1875, 156.8125, 6413.0, 17.0, 157.25, 155.6875, 1815.0, 37.0], [157.0, 156.96875, 484.0, 93.0, 157.0625, 156.9375, 275.0, 1.0, 157.125, 156.875, 1181.0, 10.0, 157.1875, 156.8125, 6413.0, 17.0, 157.25, 155.6875, 1815.0, 37.0], [156.96875, 156.9375, 5.0, 1.0, 157.0, 156.875, 446.0, 10.0, 157.0625, 156.8125, 287.0, 17.0, 157.125, 155.6875, 1181.0, 37.0, 157.1875, 155.65625, 6417.0, 37.0]]",VWAP
0,470,84,"[[157.0, 156.96875, 722.0, 89.0, 157.0625, 156.875, 238.0, 5.0, 157.125, 155.6875, 1125.0, 37.0, 157.1875, 155.65625, 6413.0, 37.0, 157.25, 0.0, 1815.0, 0.0], [157.0, 157.0, 681.0, 1.0, 157.0625, 156.96875, 238.0, 90.0, 157.125, 156.9375, 1148.0, 1.0, 157.1875, 156.875, 6413.0, 5.0, 157.25, 155.6875, 1815.0, 37.0], [157.0, 157.0, 631.0, 8.0, 157.0625, 156.96875, 238.0, 93.0, 157.125, 156.9375, 1149.0, 1.0, 157.1875, 156.875, 6413.0, 10.0, 157.25, 156.8125, 1815.0, 17.0], [157.0, 157.0, 581.0, 3.0, 157.0625, 156.96875, 244.0, 93.0, 157.125, 156.9375, 1165.0, 1.0, 157.1875, 156.875, 6413.0, 10.0, 157.25, 156.8125, 1815.0, 17.0], [157.0, 156.96875, 555.0, 93.0, 157.0625, 156.9375, 267.0, 1.0, 157.125, 156.875, 1181.0, 10.0, 157.1875, 156.8125, 6413.0, 17.0, 157.25, 155.6875, 1815.0, 37.0], [157.0, 157.0, 520.0, 1.0, 157.0625, 156.96875, 267.0, 93.0, 157.125, 156.9375, 1181.0, 1.0, 157.1875, 156.875, 6413.0, 10.0, 157.25, 156.8125, 1815.0, 17.0], [157.0, 157.0, 505.0, 1.0, 157.0625, 156.96875, 267.0, 93.0, 157.125, 156.9375, 1181.0, 1.0, 157.1875, 156.875, 6413.0, 10.0, 157.25, 156.8125, 1815.0, 17.0], [157.0, 156.96875, 484.0, 93.0, 157.0625, 156.9375, 280.0, 1.0, 157.125, 156.875, 1181.0, 10.0, 157.1875, 156.8125, 6413.0, 17.0, 157.25, 155.6875, 1815.0, 37.0], [157.0, 157.0, 460.0, 2.0, 157.0625, 156.96875, 283.0, 93.0, 157.125, 156.9375, 1181.0, 1.0, 157.1875, 156.875, 6417.0, 10.0, 157.25, 156.8125, 1815.0, 17.0], [157.0, 156.96875, 447.0, 93.0, 157.0625, 156.9375, 287.0, 1.0, 157.125, 156.875, 1181.0, 10.0, 157.1875, 156.8125, 6417.0, 17.0, 157.25, 155.6875, 1815.0, 37.0]]",POV
0,90,90,"[[157.0, 156.96875, 726.0, 89.0, 157.0625, 156.875, 238.0, 5.0, 157.125, 155.6875, 1125.0, 37.0, 157.1875, 155.65625, 6413.0, 37.0, 157.25, 0.0, 1815.0, 0.0], [157.0, 156.96875, 683.0, 90.0, 157.0625, 156.9375, 238.0, 1.0, 157.125, 156.875, 1148.0, 5.0, 157.1875, 155.6875, 6413.0, 37.0, 157.25, 155.65625, 1815.0, 37.0], [157.0, 156.96875, 667.0, 90.0, 157.0625, 156.9375, 238.0, 1.0, 157.125, 156.875, 1148.0, 5.0, 157.1875, 156.8125, 6413.0, 17.0, 157.25, 155.6875, 1815.0, 37.0], [157.0, 157.0, 636.0, 13.0, 157.0625, 156.96875, 238.0, 93.0, 157.125, 156.9375, 1149.0, 1.0, 157.1875, 156.875, 6413.0, 10.0, 157.25, 156.8125, 1815.0, 17.0], [157.0, 156.96875, 584.0, 93.0, 157.0625, 156.9375, 244.0, 1.0, 157.125, 156.875, 1165.0, 10.0, 157.1875, 156.8125, 6413.0, 17.0, 157.25, 155.6875, 1815.0, 37.0], [157.0, 156.96875, 523.0, 93.0, 157.0625, 156.9375, 267.0, 1.0, 157.125, 156.875, 1181.0, 10.0, 157.1875, 156.8125, 6413.0, 17.0, 157.25, 155.6875, 1815.0, 37.0], [157.0, 157.0, 507.0, 3.0, 157.0625, 156.96875, 267.0, 93.0, 157.125, 156.9375, 1181.0, 1.0, 157.1875, 156.875, 6413.0, 10.0, 157.25, 156.8125, 1815.0, 17.0], [157.0, 156.96875, 463.0, 93.0, 157.0625, 156.9375, 283.0, 1.0, 157.125, 156.875, 1181.0, 10.0, 157.1875, 156.8125, 6417.0, 17.0, 157.25, 155.6875, 1815.0, 37.0], [156.96875, 156.96875, 42.0, 54.0, 157.0, 156.9375, 446.0, 1.0, 157.0625, 156.875, 287.0, 10.0, 157.125, 156.8125, 1181.0, 17.0, 157.1875, 155.6875, 6417.0, 37.0], [156.875, 156.8125, 49.0, 17.0, 156.9375, 155.6875, 2.0, 37.0, 156.96875, 155.65625, 8.0, 37.0, 157.0, 0.0, 446.0, 0.0, 157.0625, 0.0, 287.0, 0.0]]",POV
0,295,15,"[[157.0625, 157.03125, 2164.0, 1022.0, 157.125, 157.0, 1503.0, 726.0, 157.1875, 156.96875, 6790.0, 210.0, 157.25, 156.9375, 1880.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2210.0, 1033.0, 157.125, 157.0, 1508.0, 726.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2239.0, 1037.0, 157.125, 157.0, 1508.0, 727.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2268.0, 1038.0, 157.125, 157.0, 1508.0, 727.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2299.0, 1040.0, 157.125, 157.0, 1508.0, 737.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2333.0, 1042.0, 157.125, 157.0, 1508.0, 737.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2386.0, 1045.0, 157.125, 157.0, 1508.0, 737.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2413.0, 1051.0, 157.125, 157.0, 1508.0, 737.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2436.0, 1058.0, 157.125, 157.0, 1508.0, 737.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2463.0, 1061.0, 157.125, 157.0, 1508.0, 737.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0]]",TWAP
0,170,57,"[[157.0625, 157.03125, 2134.0, 1022.0, 157.125, 157.0, 1503.0, 726.0, 157.1875, 156.96875, 6785.0, 210.0, 157.25, 156.9375, 1880.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2245.0, 1037.0, 157.125, 157.0, 1508.0, 727.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2277.0, 1038.0, 157.125, 157.0, 1508.0, 727.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2346.0, 1042.0, 157.125, 157.0, 1508.0, 737.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2377.0, 1044.0, 157.125, 157.0, 1508.0, 737.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2432.0, 1051.0, 157.125, 157.0, 1508.0, 737.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.03125, 157.03125, 54.0, 1056.0, 157.0625, 157.0, 2468.0, 737.0, 157.125, 156.96875, 1508.0, 210.0, 157.1875, 156.9375, 6813.0, 5.0, 157.25, 156.90625, 1903.0, 57.0], [157.03125, 157.03125, 41.0, 984.0, 157.0625, 157.0, 2468.0, 737.0, 157.125, 156.96875, 1508.0, 210.0, 157.1875, 156.9375, 6813.0, 5.0, 157.25, 156.90625, 1903.0, 57.0], [157.0625, 157.03125, 2573.0, 930.0, 157.125, 157.0, 1508.0, 737.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.03125, 157.03125, 53.0, 911.0, 157.0625, 157.0, 2758.0, 737.0, 157.125, 156.96875, 1508.0, 210.0, 157.1875, 156.9375, 6813.0, 5.0, 157.25, 156.90625, 1903.0, 57.0]]",POV
0,285,69,"[[157.0625, 157.03125, 2120.0, 997.0, 157.125, 157.0, 1503.0, 725.0, 157.1875, 156.96875, 6785.0, 210.0, 157.25, 156.9375, 1880.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2164.0, 1026.0, 157.125, 157.0, 1505.0, 726.0, 157.1875, 156.96875, 6790.0, 210.0, 157.25, 156.9375, 1880.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2193.0, 1026.0, 157.125, 157.0, 1505.0, 726.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1882.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2229.0, 1033.0, 157.125, 157.0, 1508.0, 726.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2248.0, 1037.0, 157.125, 157.0, 1508.0, 727.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2280.0, 1038.0, 157.125, 157.0, 1508.0, 727.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2351.0, 1042.0, 157.125, 157.0, 1508.0, 737.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.0625, 157.03125, 2436.0, 1060.0, 157.125, 157.0, 1508.0, 737.0, 157.1875, 156.96875, 6813.0, 210.0, 157.25, 156.9375, 1903.0, 5.0, 157.3125, 156.90625, 1104.0, 57.0], [157.03125, 157.03125, 51.0, 1053.0, 157.0625, 157.0, 2468.0, 737.0, 157.125, 156.96875, 1508.0, 210.0, 157.1875, 156.9375, 6813.0, 5.0, 157.25, 156.90625, 1903.0, 57.0], [157.03125, 157.03125, 39.0, 982.0, 157.0625, 157.0, 2468.0, 737.0, 157.125, 156.96875, 1508.0, 210.0, 157.1875, 156.9375, 6813.0, 5.0, 157.25, 156.90625, 1903.0, 57.0]]",POV
