,size,maxtime,regime,strategy
0,155,114,"[[157.125, 157.09375, 3549.0, 1259.0, 157.1875, 157.0625, 17138.0, 96.0, 157.25, 157.03125, 4844.0, 7.0, 157.3125, 157.0, 3011.0, 52.0, 157.375, 156.96875, 791.0, 36.0], [157.125, 157.09375, 3570.0, 1260.0, 157.1875, 157.0625, 17150.0, 96.0, 157.25, 157.03125, 4849.0, 7.0, 157.3125, 157.0, 3041.0, 52.0, 157.375, 156.96875, 800.0, 61.0], [157.125, 157.09375, 3570.0, 1279.0, 157.1875, 157.0625, 17150.0, 112.0, 157.25, 157.03125, 4849.0, 31.0, 157.3125, 157.0, 3041.0, 76.0, 157.375, 156.96875, 800.0, 86.0], [157.125, 157.09375, 3574.0, 1292.0, 157.1875, 157.0625, 17204.0, 113.0, 157.25, 157.03125, 4907.0, 32.0, 157.3125, 157.0, 3062.0, 82.0, 157.375, 156.96875, 836.0, 87.0], [157.125, 157.09375, 3628.0, 1292.0, 157.1875, 157.0625, 17205.0, 113.0, 157.25, 157.03125, 4907.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.125, 157.09375, 3655.0, 1294.0, 157.1875, 157.0625, 17205.0, 113.0, 157.25, 157.03125, 4907.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.125, 157.09375, 3703.0, 1297.0, 157.1875, 157.0625, 17209.0, 113.0, 157.25, 157.03125, 4924.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.125, 157.09375, 3706.0, 1320.0, 157.1875, 157.0625, 17210.0, 113.0, 157.25, 157.03125, 4924.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.125, 157.09375, 3706.0, 1362.0, 157.1875, 157.0625, 17210.0, 113.0, 157.25, 157.03125, 4924.0, 32.0, 157.3125, 157.0, 3081.0, 82.0, 157.375, 156.96875, 841.0, 87.0], [157.09375, 157.09375, 2.0, 1400.0, 157.125, 157.0625, 3711.0, 113.0, 157.1875, 157.03125, 17210.0, 32.0, 157.25, 157.0, 4924.0, 82.0, 157.3125, 156.96875, 3081.0, 87.0]]",POV
0,410,48,"[[157.125, 157.125, 4662.0, 2.0, 157.1875, 157.09375, 17326.0, 1055.0, 157.25, 157.0625, 5206.0, 12.0, 157.3125, 157.0, 3214.0, 41.0, 157.375, 156.9375, 852.0, 184.0], [157.125, 157.125, 4636.0, 1.0, 157.1875, 157.09375, 17326.0, 1055.0, 157.25, 157.0625, 5206.0, 12.0, 157.3125, 157.0, 3214.0, 41.0, 157.375, 156.9375, 852.0, 184.0], [157.125, 157.125, 4588.0, 1.0, 157.1875, 157.09375, 17333.0, 1055.0, 157.25, 157.0625, 5206.0, 12.0, 157.3125, 157.0, 3214.0, 41.0, 157.375, 156.96875, 852.0, 1.0], [157.125, 157.09375, 4573.0, 1055.0, 157.1875, 157.0625, 17373.0, 12.0, 157.25, 157.0, 5206.0, 41.0, 157.3125, 156.96875, 3214.0, 1.0, 157.375, 156.9375, 852.0, 196.0], [157.125, 157.09375, 4540.0, 1055.0, 157.1875, 157.0625, 17373.0, 12.0, 157.25, 157.0, 5206.0, 41.0, 157.3125, 156.96875, 3216.0, 1.0, 157.375, 156.9375, 852.0, 196.0], [157.125, 157.125, 4502.0, 2.0, 157.1875, 157.09375, 17376.0, 1055.0, 157.25, 157.0625, 5206.0, 12.0, 157.3125, 157.0, 3216.0, 41.0, 157.375, 156.96875, 852.0, 1.0], [157.125, 157.09375, 4463.0, 1055.0, 157.1875, 157.0625, 17376.0, 12.0, 157.25, 157.0, 5206.0, 41.0, 157.3125, 156.96875, 3216.0, 1.0, 157.375, 156.9375, 852.0, 196.0], [157.125, 157.09375, 4477.0, 1055.0, 157.1875, 157.0625, 17376.0, 12.0, 157.25, 157.0, 5211.0, 41.0, 157.3125, 156.96875, 3216.0, 1.0, 157.375, 156.9375, 853.0, 196.0], [157.125, 157.09375, 4473.0, 1058.0, 157.1875, 157.0625, 17386.0, 12.0, 157.25, 157.0, 5218.0, 46.0, 157.3125, 156.96875, 3236.0, 1.0, 157.375, 156.9375, 853.0, 196.0], [157.125, 157.125, 4511.0, 2.0, 157.1875, 157.09375, 17389.0, 1032.0, 157.25, 157.0625, 5223.0, 13.0, 157.3125, 157.0, 3256.0, 51.0, 157.375, 156.96875, 853.0, 1.0]]",VWAP
0,170,69,"[[157.125, 157.09375, 4671.0, 1055.0, 157.1875, 157.0625, 17326.0, 12.0, 157.25, 157.0, 5206.0, 41.0, 157.3125, 156.9375, 3214.0, 184.0, 157.375, 156.78125, 852.0, 1.0], [157.125, 157.09375, 4597.0, 1055.0, 157.1875, 157.0625, 17333.0, 12.0, 157.25, 157.0, 5206.0, 41.0, 157.3125, 156.96875, 3214.0, 1.0, 157.375, 156.9375, 852.0, 194.0], [157.125, 157.125, 4544.0, 4.0, 157.1875, 157.09375, 17373.0, 1055.0, 157.25, 157.0625, 5206.0, 12.0, 157.3125, 157.0, 3214.0, 41.0, 157.375, 156.96875, 852.0, 1.0], [157.125, 157.125, 4508.0, 2.0, 157.1875, 157.09375, 17376.0, 1055.0, 157.25, 157.0625, 5206.0, 12.0, 157.3125, 157.0, 3216.0, 41.0, 157.375, 156.96875, 852.0, 1.0], [157.125, 157.09375, 4469.0, 1055.0, 157.1875, 157.0625, 17376.0, 12.0, 157.25, 157.0, 5206.0, 41.0, 157.3125, 156.96875, 3216.0, 1.0, 157.375, 156.9375, 852.0, 196.0], [157.125, 157.09375, 4469.0, 1055.0, 157.1875, 157.0625, 17376.0, 12.0, 157.25, 157.0, 5206.0, 41.0, 157.3125, 156.96875, 3216.0, 1.0, 157.375, 156.9375, 853.0, 196.0], [157.125, 157.09375, 4478.0, 1058.0, 157.1875, 157.0625, 17386.0, 12.0, 157.25, 157.0, 5218.0, 41.0, 157.3125, 156.96875, 3236.0, 1.0, 157.375, 156.9375, 853.0, 196.0], [157.125, 157.09375, 4494.0, 1052.0, 157.1875, 157.0625, 17389.0, 13.0, 157.25, 157.0, 5223.0, 46.0, 157.3125, 156.96875, 3236.0, 1.0, 157.375, 156.9375, 853.0, 217.0], [157.125, 157.09375, 4517.0, 1032.0, 157.1875, 157.0625, 17389.0, 13.0, 157.25, 157.0, 5223.0, 46.0, 157.3125, 156.96875, 3256.0, 1.0, 157.375, 156.9375, 853.0, 217.0], [157.09375, 157.09375, 7.0, 987.0, 157.125, 157.0625, 4508.0, 13.0, 157.1875, 157.0, 17389.0, 51.0, 157.25, 156.96875, 5223.0, 1.0, 157.3125, 156.9375, 3256.0, 217.0]]",POV
0,55,81,"[[157.125, 157.09375, 4655.0, 1055.0, 157.1875, 157.0625, 17326.0, 12.0, 157.25, 157.0, 5206.0, 41.0, 157.3125, 156.9375, 3214.0, 184.0, 157.375, 156.78125, 852.0, 1.0], [157.125, 157.09375, 4632.0, 1055.0, 157.1875, 157.0625, 17326.0, 12.0, 157.25, 157.0, 5206.0, 41.0, 157.3125, 156.9375, 3214.0, 184.0, 157.375, 156.78125, 852.0, 1.0], [157.125, 157.125, 4623.0, 4.0, 157.1875, 157.09375, 17333.0, 1055.0, 157.25, 157.0625, 5206.0, 12.0, 157.3125, 157.0, 3214.0, 41.0, 157.375, 156.9375, 852.0, 194.0], [157.125, 157.09375, 4582.0, 1055.0, 157.1875, 157.0625, 17334.0, 12.0, 157.25, 157.0, 5206.0, 41.0, 157.3125, 156.96875, 3214.0, 1.0, 157.375, 156.9375, 852.0, 194.0], [157.125, 157.09375, 4565.0, 1055.0, 157.1875, 157.0625, 17373.0, 12.0, 157.25, 157.0, 5206.0, 41.0, 157.3125, 156.96875, 3214.0, 1.0, 157.375, 156.9375, 852.0, 196.0], [157.125, 157.125, 4536.0, 1.0, 157.1875, 157.09375, 17376.0, 1055.0, 157.25, 157.0625, 5206.0, 12.0, 157.3125, 157.0, 3216.0, 41.0, 157.375, 156.96875, 852.0, 1.0], [157.125, 157.09375, 4495.0, 1055.0, 157.1875, 157.0625, 17376.0, 12.0, 157.25, 157.0, 5206.0, 41.0, 157.3125, 156.96875, 3216.0, 1.0, 157.375, 156.9375, 852.0, 196.0], [157.125, 157.125, 4460.0, 3.0, 157.1875, 157.09375, 17376.0, 1055.0, 157.25, 157.0625, 5206.0, 12.0, 157.3125, 157.0, 3216.0, 41.0, 157.375, 156.96875, 852.0, 1.0], [157.125, 157.09375, 4486.0, 1055.0, 157.1875, 157.0625, 17386.0, 12.0, 157.25, 157.0, 5211.0, 41.0, 157.3125, 156.96875, 3216.0, 1.0, 157.375, 156.9375, 853.0, 196.0], [157.125, 157.09375, 4462.0, 1058.0, 157.1875, 157.0625, 17386.0, 13.0, 157.25, 157.0, 5218.0, 46.0, 157.3125, 156.96875, 3236.0, 1.0, 157.375, 156.9375, 853.0, 196.0]]",POV
0,285,81,"[[157.125, 157.125, 4661.0, 1.0, 157.1875, 157.09375, 17326.0, 1055.0, 157.25, 157.0625, 5206.0, 12.0, 157.3125, 157.0, 3214.0, 41.0, 157.375, 156.9375, 852.0, 184.0], [157.125, 157.09375, 4635.0, 1055.0, 157.1875, 157.0625, 17326.0, 12.0, 157.25, 157.0, 5206.0, 41.0, 157.3125, 156.9375, 3214.0, 184.0, 157.375, 156.78125, 852.0, 1.0], [157.125, 157.09375, 4632.0, 1055.0, 157.1875, 157.0625, 17332.0, 12.0, 157.25, 157.0, 5206.0, 41.0, 157.3125, 156.9375, 3214.0, 194.0, 157.375, 156.78125, 852.0, 1.0], [157.125, 157.09375, 4587.0, 1055.0, 157.1875, 157.0625, 17333.0, 12.0, 157.25, 157.0, 5206.0, 41.0, 157.3125, 156.96875, 3214.0, 1.0, 157.375, 156.9375, 852.0, 194.0], [157.125, 157.125, 4572.0, 1.0, 157.1875, 157.09375, 17373.0, 1055.0, 157.25, 157.0625, 5206.0, 12.0, 157.3125, 157.0, 3214.0, 41.0, 157.375, 156.96875, 852.0, 1.0], [157.125, 157.09375, 4540.0, 1055.0, 157.1875, 157.0625, 17374.0, 12.0, 157.25, 157.0, 5206.0, 41.0, 157.3125, 156.96875, 3216.0, 1.0, 157.375, 156.9375, 852.0, 196.0], [157.125, 157.125, 4501.0, 1.0, 157.1875, 157.09375, 17376.0, 1055.0, 157.25, 157.0625, 5206.0, 12.0, 157.3125, 157.0, 3216.0, 41.0, 157.375, 156.96875, 852.0, 1.0], [157.125, 157.09375, 4480.0, 1055.0, 157.1875, 157.0625, 17376.0, 12.0, 157.25, 157.0, 5211.0, 41.0, 157.3125, 156.96875, 3216.0, 1.0, 157.375, 156.9375, 853.0, 196.0], [157.125, 157.125, 4472.0, 4.0, 157.1875, 157.09375, 17386.0, 1058.0, 157.25, 157.0625, 5218.0, 12.0, 157.3125, 157.0, 3236.0, 46.0, 157.375, 156.96875, 853.0, 1.0], [157.125, 157.09375, 4506.0, 1052.0, 157.1875, 157.0625, 17389.0, 13.0, 157.25, 157.0, 5223.0, 46.0, 157.3125, 156.96875, 3236.0, 1.0, 157.375, 156.9375, 853.0, 217.0]]",POV
0,395,90,"[[157.125, 157.09375, 4657.0, 1055.0, 157.1875, 157.0625, 17326.0, 12.0, 157.25, 157.0, 5206.0, 41.0, 157.3125, 156.9375, 3214.0, 184.0, 157.375, 156.78125, 852.0, 1.0], [157.125, 157.125, 4625.0, 6.0, 157.1875, 157.09375, 17333.0, 1055.0, 157.25, 157.0625, 5206.0, 12.0, 157.3125, 157.0, 3214.0, 41.0, 157.375, 156.9375, 852.0, 194.0], [157.125, 157.09375, 4582.0, 1055.0, 157.1875, 157.0625, 17333.0, 12.0, 157.25, 157.0, 5206.0, 41.0, 157.3125, 156.96875, 3214.0, 1.0, 157.375, 156.9375, 852.0, 194.0], [157.125, 157.125, 4566.0, 1.0, 157.1875, 157.09375, 17373.0, 1055.0, 157.25, 157.0625, 5206.0, 12.0, 157.3125, 157.0, 3214.0, 41.0, 157.375, 156.96875, 852.0, 1.0], [157.125, 157.09375, 4537.0, 1055.0, 157.1875, 157.0625, 17376.0, 12.0, 157.25, 157.0, 5206.0, 41.0, 157.3125, 156.96875, 3216.0, 1.0, 157.375, 156.9375, 852.0, 196.0], [157.125, 157.125, 4497.0, 2.0, 157.1875, 157.09375, 17376.0, 1055.0, 157.25, 157.0625, 5206.0, 12.0, 157.3125, 157.0, 3216.0, 41.0, 157.375, 156.96875, 852.0, 1.0], [157.125, 157.09375, 4486.0, 1055.0, 157.1875, 157.0625, 17385.0, 12.0, 157.25, 157.0, 5211.0, 41.0, 157.3125, 156.96875, 3216.0, 1.0, 157.375, 156.9375, 853.0, 196.0], [157.125, 157.09375, 4462.0, 1058.0, 157.1875, 157.0625, 17386.0, 12.0, 157.25, 157.0, 5218.0, 46.0, 157.3125, 156.96875, 3236.0, 1.0, 157.375, 156.9375, 853.0, 196.0], [157.125, 157.09375, 4507.0, 1041.0, 157.1875, 157.0625, 17389.0, 13.0, 157.25, 157.0, 5223.0, 46.0, 157.3125, 156.96875, 3236.0, 1.0, 157.375, 156.9375, 853.0, 217.0], [157.09375, 157.09375, 22.0, 1028.0, 157.125, 157.0625, 4508.0, 13.0, 157.1875, 157.0, 17389.0, 51.0, 157.25, 156.96875, 5223.0, 1.0, 157.3125, 156.9375, 3256.0, 217.0]]",POV
0,265,24,"[[157.125, 157.15625, 3161.0, 1.0, 157.1875, 157.09375, 17742.0, 48.0, 157.25, 157.0625, 5422.0, 3.0, 157.3125, 157.03125, 3358.0, 5.0, 157.375, 157.0, 857.0, 18.0], [157.125, 157.15625, 3080.0, 2.0, 157.1875, 157.09375, 17758.0, 48.0, 157.25, 157.0625, 5426.0, 3.0, 157.3125, 157.03125, 3365.0, 5.0, 157.375, 157.0, 857.0, 18.0], [157.125, 157.09375, 3062.0, 48.0, 157.1875, 157.0625, 17798.0, 17.0, 157.25, 157.03125, 5427.0, 5.0, 157.3125, 157.0, 3389.0, 18.0, 157.375, 156.96875, 857.0, 11.0], [157.125, 157.09375, 3041.0, 48.0, 157.1875, 157.0625, 17852.0, 17.0, 157.25, 157.03125, 5437.0, 7.0, 157.3125, 157.0, 3389.0, 18.0, 157.375, 156.96875, 857.0, 11.0], [157.125, 157.09375, 3113.0, 48.0, 157.1875, 157.0625, 17868.0, 22.0, 157.25, 157.03125, 5458.0, 7.0, 157.3125, 157.0, 3399.0, 18.0, 157.375, 156.96875, 869.0, 11.0], [157.125, 157.09375, 3051.0, 4.0, 157.1875, 157.0625, 17876.0, 27.0, 157.25, 157.03125, 5458.0, 7.0, 157.3125, 157.0, 3400.0, 18.0, 157.375, 156.96875, 893.0, 11.0], [157.09375, 157.0, 243.0, 7.0, 157.125, 156.96875, 3051.0, 11.0, 157.1875, 156.9375, 17876.0, 78.0, 157.25, 156.90625, 5458.0, 3.0, 157.3125, 156.5, 3400.0, 1.0], [157.09375, 157.0, 334.0, 2.0, 157.125, 156.96875, 3051.0, 11.0, 157.1875, 156.9375, 17885.0, 78.0, 157.25, 156.90625, 5458.0, 3.0, 157.3125, 156.5, 3400.0, 1.0], [156.9375, 156.9375, 18.0, 21.0, 157.09375, 156.90625, 290.0, 3.0, 157.125, 156.5, 3007.0, 1.0, 157.1875, 156.40625, 17888.0, 1.0, 157.25, 0.0, 5458.0, 0.0], [156.90625, 0.0, 6.0, 0.0, 156.9375, 0.0, 30.0, 0.0, 157.09375, 0.0, 311.0, 0.0, 157.125, 0.0, 3007.0, 0.0, 157.1875, 0.0, 17890.0, 0.0]]",POV
0,315,36,"[[157.125, 157.125, 3147.0, 2.0, 157.1875, 157.09375, 17742.0, 48.0, 157.25, 157.0625, 5422.0, 3.0, 157.3125, 157.03125, 3358.0, 5.0, 157.375, 157.0, 857.0, 18.0], [157.125, 157.15625, 3134.0, 2.0, 157.1875, 157.09375, 17745.0, 48.0, 157.25, 157.0625, 5422.0, 3.0, 157.3125, 157.03125, 3358.0, 5.0, 157.375, 157.0, 857.0, 18.0], [157.125, 157.09375, 3112.0, 48.0, 157.1875, 157.0625, 17756.0, 3.0, 157.25, 157.03125, 5426.0, 5.0, 157.3125, 157.0, 3365.0, 18.0, 157.375, 156.96875, 857.0, 11.0], [157.125, 157.09375, 3053.0, 48.0, 157.1875, 157.0625, 17799.0, 17.0, 157.25, 157.03125, 5427.0, 5.0, 157.3125, 157.0, 3389.0, 18.0, 157.375, 156.96875, 857.0, 11.0], [157.125, 157.09375, 3042.0, 48.0, 157.1875, 157.0625, 17828.0, 17.0, 157.25, 157.03125, 5427.0, 7.0, 157.3125, 157.0, 3389.0, 18.0, 157.375, 156.96875, 857.0, 11.0], [157.125, 157.09375, 3041.0, 48.0, 157.1875, 157.0625, 17856.0, 17.0, 157.25, 157.03125, 5441.0, 7.0, 157.3125, 157.0, 3394.0, 18.0, 157.375, 156.96875, 857.0, 11.0], [157.125, 157.09375, 3110.0, 48.0, 157.1875, 157.0625, 17870.0, 22.0, 157.25, 157.03125, 5458.0, 7.0, 157.3125, 157.0, 3399.0, 18.0, 157.375, 156.96875, 881.0, 11.0], [157.09375, 157.0625, 40.0, 27.0, 157.125, 157.03125, 3051.0, 7.0, 157.1875, 157.0, 17876.0, 18.0, 157.25, 156.96875, 5458.0, 11.0, 157.3125, 156.9375, 3400.0, 78.0], [157.09375, 156.96875, 334.0, 11.0, 157.125, 156.9375, 3007.0, 78.0, 157.1875, 156.90625, 17885.0, 3.0, 157.25, 156.5, 5458.0, 1.0, 157.3125, 156.40625, 3400.0, 1.0], [157.09375, 156.9375, 378.0, 3.0, 157.125, 156.90625, 3007.0, 3.0, 157.1875, 156.5, 17890.0, 1.0, 157.25, 156.40625, 5458.0, 1.0, 157.3125, 0.0, 3400.0, 0.0]]",VWAP
0,120,36,"[[157.125, 157.09375, 3153.0, 48.0, 157.1875, 157.0625, 17742.0, 3.0, 157.25, 157.03125, 5422.0, 5.0, 157.3125, 157.0, 3358.0, 18.0, 157.375, 156.96875, 857.0, 11.0], [157.125, 157.09375, 3074.0, 48.0, 157.1875, 157.0625, 17768.0, 3.0, 157.25, 157.03125, 5426.0, 5.0, 157.3125, 157.0, 3365.0, 18.0, 157.375, 156.96875, 857.0, 11.0], [157.125, 157.09375, 3037.0, 48.0, 157.1875, 157.0625, 17856.0, 17.0, 157.25, 157.03125, 5452.0, 7.0, 157.3125, 157.0, 3394.0, 18.0, 157.375, 156.96875, 857.0, 11.0], [157.125, 157.09375, 3102.0, 48.0, 157.1875, 157.0625, 17874.0, 27.0, 157.25, 157.03125, 5458.0, 7.0, 157.3125, 157.0, 3399.0, 18.0, 157.375, 156.96875, 881.0, 11.0], [157.09375, 157.09375, 31.0, 35.0, 157.125, 157.0625, 3051.0, 27.0, 157.1875, 157.03125, 17876.0, 7.0, 157.25, 157.0, 5458.0, 18.0, 157.3125, 156.96875, 3400.0, 11.0], [157.09375, 157.03125, 44.0, 7.0, 157.125, 157.0, 3051.0, 18.0, 157.1875, 156.96875, 17876.0, 11.0, 157.25, 156.9375, 5458.0, 78.0, 157.3125, 156.90625, 3400.0, 3.0], [157.09375, 157.0, 296.0, 2.0, 157.125, 156.96875, 3051.0, 11.0, 157.1875, 156.9375, 17877.0, 78.0, 157.25, 156.90625, 5458.0, 3.0, 157.3125, 156.5, 3400.0, 1.0], [157.09375, 156.5, 334.0, 1.0, 157.125, 156.40625, 3007.0, 1.0, 157.1875, 0.0, 17890.0, 0.0, 157.25, 0.0, 5458.0, 0.0, 157.3125, 0.0, 3400.0, 0.0], [156.40625, 0.0, 2.0, 0.0, 156.5, 0.0, 2.0, 0.0, 156.90625, 0.0, 6.0, 0.0, 156.9375, 0.0, 33.0, 0.0, 157.09375, 0.0, 226.0, 0.0], [156.40625, 0.0, 6.0, 0.0, 156.5, 0.0, 6.0, 0.0, 156.90625, 0.0, 18.0, 0.0, 156.9375, 0.0, 42.0, 0.0, 157.09375, 0.0, 183.0, 0.0]]",POV
0,90,60,"[[157.125, 157.15625, 3179.0, 15.0, 157.1875, 157.09375, 17742.0, 48.0, 157.25, 157.0625, 5422.0, 3.0, 157.3125, 157.03125, 3358.0, 5.0, 157.375, 157.0, 857.0, 18.0], [157.125, 157.09375, 3120.0, 48.0, 157.1875, 157.0625, 17748.0, 3.0, 157.25, 157.03125, 5426.0, 5.0, 157.3125, 157.0, 3365.0, 18.0, 157.375, 156.96875, 857.0, 11.0], [157.125, 157.09375, 3115.0, 48.0, 157.1875, 157.0625, 17753.0, 3.0, 157.25, 157.03125, 5426.0, 5.0, 157.3125, 157.0, 3365.0, 18.0, 157.375, 156.96875, 857.0, 11.0], [157.125, 157.15625, 3093.0, 5.0, 157.1875, 157.09375, 17758.0, 48.0, 157.25, 157.0625, 5426.0, 3.0, 157.3125, 157.03125, 3365.0, 5.0, 157.375, 157.0, 857.0, 18.0], [157.125, 157.09375, 3074.0, 48.0, 157.1875, 157.0625, 17775.0, 3.0, 157.25, 157.03125, 5427.0, 5.0, 157.3125, 157.0, 3366.0, 18.0, 157.375, 156.96875, 857.0, 11.0], [157.125, 157.09375, 3048.0, 48.0, 157.1875, 157.0625, 17811.0, 17.0, 157.25, 157.03125, 5427.0, 6.0, 157.3125, 157.0, 3389.0, 18.0, 157.375, 156.96875, 857.0, 11.0], [157.125, 157.09375, 3041.0, 48.0, 157.1875, 157.0625, 17840.0, 17.0, 157.25, 157.03125, 5431.0, 7.0, 157.3125, 157.0, 3389.0, 18.0, 157.375, 156.96875, 857.0, 11.0], [157.125, 157.09375, 3028.0, 48.0, 157.1875, 157.0625, 17865.0, 22.0, 157.25, 157.03125, 5455.0, 7.0, 157.3125, 157.0, 3394.0, 18.0, 157.375, 156.96875, 869.0, 11.0], [157.09375, 157.09375, 21.0, 25.0, 157.125, 157.0625, 3051.0, 27.0, 157.1875, 157.03125, 17876.0, 7.0, 157.25, 157.0, 5458.0, 18.0, 157.3125, 156.96875, 3400.0, 11.0], [157.09375, 157.0, 44.0, 12.0, 157.125, 156.96875, 3051.0, 11.0, 157.1875, 156.9375, 17876.0, 78.0, 157.25, 156.90625, 5458.0, 3.0, 157.3125, 156.5, 3400.0, 1.0]]",VWAP
0,265,66,"[[157.125, 157.09375, 3160.0, 48.0, 157.1875, 157.0625, 17742.0, 3.0, 157.25, 157.03125, 5422.0, 5.0, 157.3125, 157.0, 3358.0, 18.0, 157.375, 156.96875, 857.0, 11.0], [157.125, 157.09375, 3078.0, 48.0, 157.1875, 157.0625, 17758.0, 3.0, 157.25, 157.03125, 5426.0, 5.0, 157.3125, 157.0, 3365.0, 18.0, 157.375, 156.96875, 857.0, 11.0], [157.125, 157.15625, 3061.0, 7.0, 157.1875, 157.09375, 17798.0, 48.0, 157.25, 157.0625, 5427.0, 17.0, 157.3125, 157.03125, 3389.0, 5.0, 157.375, 157.0, 857.0, 18.0], [157.125, 157.09375, 3042.0, 48.0, 157.1875, 157.0625, 17814.0, 17.0, 157.25, 157.03125, 5427.0, 7.0, 157.3125, 157.0, 3389.0, 18.0, 157.375, 156.96875, 857.0, 11.0], [157.125, 157.09375, 3041.0, 48.0, 157.1875, 157.0625, 17852.0, 17.0, 157.25, 157.03125, 5437.0, 7.0, 157.3125, 157.0, 3394.0, 18.0, 157.375, 156.96875, 857.0, 11.0], [157.125, 157.09375, 3112.0, 48.0, 157.1875, 157.0625, 17868.0, 22.0, 157.25, 157.03125, 5458.0, 7.0, 157.3125, 157.0, 3399.0, 18.0, 157.375, 156.96875, 869.0, 11.0], [157.125, 157.09375, 3007.0, 4.0, 157.1875, 157.0625, 17876.0, 27.0, 157.25, 157.03125, 5458.0, 7.0, 157.3125, 157.0, 3400.0, 18.0, 157.375, 156.96875, 893.0, 11.0], [157.09375, 157.0, 258.0, 7.0, 157.125, 156.96875, 3051.0, 11.0, 157.1875, 156.9375, 17876.0, 78.0, 157.25, 156.90625, 5458.0, 3.0, 157.3125, 156.5, 3400.0, 1.0], [157.09375, 156.9375, 290.0, 3.0, 157.125, 156.90625, 3007.0, 3.0, 157.1875, 156.5, 17888.0, 1.0, 157.25, 156.40625, 5458.0, 1.0, 157.3125, 0.0, 3400.0, 0.0], [156.5, 0.0, 1.0, 0.0, 156.90625, 0.0, 6.0, 0.0, 156.9375, 0.0, 30.0, 0.0, 157.09375, 0.0, 311.0, 0.0, 157.125, 0.0, 3007.0, 0.0]]",POV
0,65,33,"[[157.125, 157.09375, 2759.0, 1.0, 157.1875, 157.03125, 18622.0, 10.0, 157.25, 156.96875, 5577.0, 11.0, 157.3125, 156.5, 3459.0, 7.0, 157.375, 0.0, 927.0, 0.0], [157.125, 157.09375, 2743.0, 3.0, 157.1875, 157.03125, 18650.0, 10.0, 157.25, 156.96875, 5577.0, 11.0, 157.3125, 156.5, 3459.0, 7.0, 157.375, 156.375, 927.0, 1.0], [157.125, 157.09375, 2735.0, 3.0, 157.1875, 157.03125, 18682.0, 10.0, 157.25, 156.96875, 5577.0, 11.0, 157.3125, 156.5, 3459.0, 7.0, 157.375, 156.375, 927.0, 1.0], [157.125, 157.09375, 2729.0, 3.0, 157.1875, 157.03125, 18703.0, 10.0, 157.25, 156.96875, 5579.0, 11.0, 157.3125, 156.6875, 3459.0, 1.0, 157.375, 156.53125, 927.0, 1.0], [157.125, 157.09375, 2690.0, 3.0, 157.1875, 157.03125, 18830.0, 10.0, 157.25, 156.96875, 5595.0, 11.0, 157.3125, 156.6875, 3459.0, 1.0, 157.375, 156.53125, 927.0, 1.0], [157.125, 157.09375, 2667.0, 3.0, 157.1875, 157.03125, 18879.0, 10.0, 157.25, 156.96875, 5595.0, 11.0, 157.3125, 156.6875, 3459.0, 1.0, 157.375, 156.53125, 927.0, 1.0], [157.125, 157.09375, 2657.0, 3.0, 157.1875, 157.03125, 18919.0, 10.0, 157.25, 156.96875, 5595.0, 11.0, 157.3125, 156.6875, 3459.0, 2.0, 157.375, 156.53125, 927.0, 2.0], [157.09375, 157.09375, 15.0, 2.0, 157.125, 157.03125, 2677.0, 10.0, 157.1875, 156.96875, 18921.0, 11.0, 157.25, 156.6875, 5595.0, 2.0, 157.3125, 156.53125, 3459.0, 2.0], [157.09375, 157.03125, 29.0, 4.0, 157.125, 156.96875, 2677.0, 11.0, 157.1875, 156.6875, 18922.0, 2.0, 157.25, 156.53125, 5595.0, 2.0, 157.3125, 156.5, 3459.0, 7.0], [157.09375, 157.03125, 29.0, 4.0, 157.125, 156.96875, 2677.0, 11.0, 157.1875, 156.6875, 18930.0, 2.0, 157.25, 156.53125, 5595.0, 2.0, 157.3125, 156.5, 3459.0, 7.0]]",VWAP
